'127.0.0.1',00:00:05,1,4,434.597,0.016,0,1738.386
'127.0.0.1',00:00:10,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:15,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:20,1,2,778.844,0.009,0,778.844
'127.0.0.1',00:00:25,1,11,393.042,0.016,8,4323.459
'127.0.0.1',00:00:30,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:35,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:40,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:45,1,8,295.430,0.031,0,1181.719
'127.0.0.1',00:00:50,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:55,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:01:00,1,1,815.520,0.000,0,815.520
