'127.0.0.1',00:00:05,1,4,343.240,0.016,0,1372.958
'127.0.0.1',00:00:10,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:15,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:20,1,2,750.842,0.009,0,750.842
'127.0.0.1',00:00:25,1,11,389.655,0.016,8,4286.204
'127.0.0.1',00:00:30,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:35,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:40,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:45,1,8,284.306,0.032,0,1137.223
'127.0.0.1',00:00:50,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:55,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:01:00,1,2,767.147,0.009,0,767.147
