'127.0.0.1',00:00:05,1,4,387.212,0.016,0,1548.849
'127.0.0.1',00:00:10,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:15,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:20,1,1,848.695,0.000,0,848.695
'127.0.0.1',00:00:25,1,12,413.362,0.025,8,4960.340
'127.0.0.1',00:00:30,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:35,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:40,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:45,1,8,296.837,0.032,0,1187.348
'127.0.0.1',00:00:50,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:55,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:59,1,1,828.123,0.000,0,828.123
