'127.0.0.1',00:00:05,1,4,526.603,0.016,0,2106.411
'127.0.0.1',00:00:10,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:15,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:20,1,1,827.361,0.000,0,827.361
'127.0.0.1',00:00:25,1,11,425.249,0.023,7,4677.737
'127.0.0.1',00:00:30,1,1,467.459,0.002,1,467.459
'127.0.0.1',00:00:35,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:40,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:45,1,8,282.965,0.032,0,1131.860
'127.0.0.1',00:00:50,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:55,1,0,0.000,0.000,0,0.000
'127.0.0.1',00:00:58,0,1,874.830,0.000,0,874.830
